key,label,label2,suggested_label,num_rows,num_cols,total_fail_ratio,top_fail_ratio,bot_fail_ratio,left_fail_ratio,right_fail_ratio,center_fail_ratio,edge_fail_ratio,left_edge_fail_ratio,right_edge_fail_ratio,center_band_fail_ratio,q_tl_ratio,q_tr_ratio,q_bl_ratio,q_br_ratio,is_diagonal,isolated_fail_ratio,largest_cluster_ratio,avg_row_transitions,max_row_transitions,num_rows,num_cols,vertical_symmetry,horizontal_symmetry,vertical_gradient,horizontal_gradient,boundary_monotonicity,boundary_spread,aspect_ratio,fail_row_fraction,fail_col_fraction
crack_horiz-3band-bot-dominant-Ledge|11x11|633,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,11,11,0.5372,0.4848,0.6,0.4909,0.5758,0.4286,0.6111,0.5758,0.6364,0.4545,0.5,0.4722,0.48,0.7,0,0.0308,0.6923,2.1818,4,11,11,0.4876,0.7686,-0.1152,0.0848,0.4444,0.5455,1,1,1
crack_horiz-3band-bot-dominant-Ledge|11x11|634,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,11,11,0.5289,0.4697,0.6,0.6727,0.4091,0.3673,0.6389,0.9394,0.4848,0.3091,0.6333,0.3333,0.72,0.5,1,0.0469,0.7344,2,4,11,11,0.5702,0.686,-0.1303,-0.2636,0.7,0.4545,1,1,1
crack_horiz-3band-bot-dominant-Ledge|11x11|635,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,11,11,0.5289,0.4545,0.6182,0.5818,0.4848,0.4286,0.5972,0.6364,0.5152,0.4727,0.6,0.3333,0.56,0.6667,0,0.0156,1,2.2727,4,11,11,0.4215,0.719,-0.1636,-0.097,0.4444,0.7273,1,1,1
crack_horiz-3band-bot-dominant-Ledge|11x11|636,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,11,11,0.4876,0.4697,0.5091,0.5091,0.4697,0.4082,0.5417,0.4848,0.4545,0.5091,0.6,0.3611,0.4,0.6,1,0,0.6441,1.8182,5,11,11,0.4215,0.7686,-0.0394,-0.0394,0.6667,0.9091,1,0.9091,1
crack_horiz-3band-bot-dominant-Ledge|11x11|637,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,11,11,0.5207,0.4242,0.6364,0.6364,0.4242,0.3469,0.6389,0.8485,0.4545,0.3636,0.6,0.2778,0.68,0.6,0,0.0476,0.9524,1.9091,3,11,11,0.5372,0.6364,-0.2121,-0.2121,0.6,0.3636,1,1,1
crack_horiz-3band-bot-dominant-Ledge|11x11|638,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,11,11,0.5702,0.4848,0.6727,0.7273,0.4394,0.4286,0.6667,0.8788,0.4242,0.4727,0.6333,0.3611,0.84,0.5333,0,0.0145,1,2.6364,5,11,11,0.5537,0.6033,-0.1879,-0.2879,0.6,0.7273,1,1,1
crack_horiz-3band-bot-dominant-Ledge|11x11|639,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,11,11,0.5289,0.4242,0.6545,0.6727,0.4091,0.3878,0.625,0.8485,0.3939,0.4182,0.5667,0.3056,0.8,0.5333,0,0.0469,0.9219,2.5455,5,11,11,0.5207,0.6364,-0.2303,-0.2636,0.6,0.8182,1,1,1
crack_horiz-3band-bot-dominant-Ledge|11x11|640,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,11,11,0.562,0.4242,0.7273,0.6727,0.4697,0.449,0.6389,0.8182,0.4545,0.4727,0.5333,0.3333,0.84,0.6333,0,0.0147,0.7206,0.8182,3,11,11,0.4215,0.719,-0.303,-0.203,0.6667,0.2727,1,0.9091,1
crack_horiz-3band-bot-dominant-Ledge|11x11|641,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,11,11,0.5207,0.5,0.5455,0.6182,0.4394,0.3878,0.6111,0.7273,0.4242,0.4545,0.6333,0.3889,0.6,0.5,0,0,0.5714,1.5455,4,11,11,0.4545,0.7851,-0.0455,-0.1788,0.5,0.8182,1,0.9091,1
crack_horiz-3band-bot-dominant-Ledge|11x11|642,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,11,11,0.5785,0.4697,0.7091,0.7455,0.4394,0.4286,0.6806,0.8788,0.4545,0.4727,0.6333,0.3333,0.88,0.5667,0,0.0143,0.9571,1.6364,3,11,11,0.5207,0.686,-0.2394,-0.3061,0.625,0.6364,1,1,1
crack_horiz-3band-bot-dominant-Ledge|11x11|643,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,11,11,0.5455,0.5152,0.5818,0.5273,0.5606,0.4694,0.5972,0.5455,0.6667,0.4727,0.5667,0.4722,0.48,0.6667,0,0.0303,0.6364,2.4545,6,11,11,0.4876,0.7851,-0.0667,0.0333,0.5556,0.4545,1,1,1
crack_horiz-3band-bot-dominant-Ledge|11x11|644,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,11,11,0.5041,0.4697,0.5455,0.6364,0.3939,0.4286,0.5556,0.7879,0.3636,0.4182,0.6333,0.3333,0.64,0.4667,0,0.0164,1,1.1818,4,11,11,0.4711,0.7521,-0.0758,-0.2424,0.625,0.8182,1,1,1
crack_horiz-3band-bot-dominant-Ledge|11x11|645,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,11,11,0.562,0.5455,0.5818,0.5818,0.5455,0.4286,0.6528,0.6364,0.6061,0.4909,0.5333,0.5556,0.64,0.5333,0,0.0147,0.3529,1.8182,5,11,11,0.5207,0.8512,-0.0364,-0.0364,0.5,0.6364,1,0.9091,1
crack_horiz-3band-bot-dominant-Ledge|11x11|646,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,11,11,0.5702,0.4697,0.6909,0.7455,0.4242,0.449,0.6528,0.8788,0.4545,0.4545,0.7,0.2778,0.8,0.6,0,0.058,0.9565,1.8182,5,11,11,0.5372,0.7025,-0.2212,-0.3212,0.25,0.5455,1,1,1
crack_horiz-3band-bot-dominant-Ledge|11x11|647,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,11,11,0.5702,0.4697,0.6909,0.7455,0.4242,0.4694,0.6389,0.9091,0.3939,0.4727,0.6667,0.3056,0.84,0.5667,0,0.029,0.9855,1.5455,3,11,11,0.4876,0.686,-0.2212,-0.3212,0.2222,0.8182,1,1,1
crack_horiz-3band-bot-dominant-Ledge|11x11|648,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,11,11,0.5207,0.4242,0.6364,0.5818,0.4697,0.4082,0.5972,0.7273,0.4545,0.4364,0.5333,0.3333,0.64,0.6333,0,0.0317,0.8889,1.3636,4,11,11,0.438,0.8182,-0.2121,-0.1121,0.5,0.6364,1,1,1
crack_horiz-3band-bot-dominant-Ledge|11x11|649,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,11,11,0.5537,0.4545,0.6727,0.7455,0.3939,0.4082,0.6528,0.8788,0.3939,0.4545,0.6333,0.3056,0.88,0.5,0,0.0149,1,1.9091,4,11,11,0.5207,0.6529,-0.2182,-0.3515,0.4,0.7273,1,1,1
crack_horiz-3band-bot-dominant-Ledge|18x6|650,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6389,0.4259,0.8519,0.7593,0.5185,0.55,0.6912,0.8889,0.5278,0.5,0.6296,0.2222,0.8889,0.8148,0,0.0145,1,0.6111,3,18,6,0.4259,0.7222,-0.4259,-0.2407,0.75,0.1667,0.3333,1,1
crack_horiz-3band-bot-dominant-Ledge|18x6|651,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6111,0.4259,0.7963,0.6111,0.6111,0.575,0.6324,0.6667,0.6944,0.4722,0.4074,0.4444,0.8148,0.7778,1,0.0152,0.7424,0.8889,2,18,6,0.4074,0.8519,-0.3704,0,0.7,0.6667,0.3333,0.8889,1
crack_horiz-3band-bot-dominant-Ledge|18x6|652,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6019,0.4444,0.7593,0.5926,0.6111,0.45,0.6912,0.6389,0.6944,0.4722,0.4074,0.4815,0.7778,0.7407,1,0.0308,0.3538,0.6667,2,18,6,0.463,0.8704,-0.3148,0.0185,0.7,0.5,0.3333,0.8333,1
crack_horiz-3band-bot-dominant-Ledge|18x6|653,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.5556,0.3519,0.7593,0.6667,0.4444,0.5,0.5882,0.7222,0.4167,0.5278,0.4444,0.2593,0.8889,0.6296,1,0.0167,0.8,0.8889,3,18,6,0.4074,0.7407,-0.4074,-0.2222,0.6667,0.8333,0.3333,0.9444,1
crack_horiz-3band-bot-dominant-Ledge|18x6|654,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.5926,0.3889,0.7963,0.6852,0.5,0.55,0.6176,0.8056,0.5,0.4722,0.5185,0.2593,0.8519,0.7407,0,0.0156,1,0.7778,3,18,6,0.4444,0.7778,-0.4074,-0.1852,0.8889,0.1667,0.3333,1,1
crack_horiz-3band-bot-dominant-Ledge|18x6|655,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.5926,0.3519,0.8333,0.6852,0.5,0.55,0.6176,0.6667,0.4722,0.6389,0.5556,0.1481,0.8148,0.8519,1,0.0625,0.7969,0.8333,3,18,6,0.3704,0.7407,-0.4815,-0.1852,0.7273,0.8333,0.3333,0.8889,1
crack_horiz-3band-bot-dominant-Ledge|18x6|656,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.5648,0.3148,0.8148,0.6481,0.4815,0.475,0.6176,0.75,0.4722,0.4722,0.4815,0.1481,0.8148,0.8148,1,0.0492,0.8852,1.0556,3,18,6,0.3889,0.7222,-0.5,-0.1667,0.7273,0.5,0.3333,0.9444,1
crack_horiz-3band-bot-dominant-Ledge|18x6|657,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.5741,0.3519,0.7963,0.6667,0.4815,0.475,0.6324,0.8056,0.5,0.4167,0.4815,0.2222,0.8519,0.7407,1,0.0645,0.8226,1,3,18,6,0.4444,0.7407,-0.4444,-0.1852,0.7273,0.5,0.3333,0.9444,1
crack_horiz-3band-bot-dominant-Ledge|18x6|658,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6019,0.3889,0.8148,0.7037,0.5,0.575,0.6176,0.8333,0.5,0.4722,0.5556,0.2222,0.8519,0.7778,0,0.0308,0.8154,0.8889,4,18,6,0.4259,0.7593,-0.4259,-0.2037,0.5455,0.8333,0.3333,0.9444,1
crack_horiz-3band-bot-dominant-Ledge|18x6|659,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6481,0.4444,0.8519,0.7593,0.537,0.6,0.6765,0.8889,0.5556,0.5,0.6296,0.2593,0.8889,0.8148,1,0.0143,1,1.0556,3,18,6,0.4815,0.7037,-0.4074,-0.2222,0.7,0.3333,0.3333,1,1
crack_horiz-3band-bot-dominant-Ledge|18x6|660,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6296,0.4259,0.8333,0.7778,0.4815,0.575,0.6618,0.9167,0.5,0.4722,0.6296,0.2222,0.9259,0.7407,1,0.0147,0.7941,0.5556,2,18,6,0.4444,0.7037,-0.4074,-0.2963,0.7778,0.5,0.3333,0.9444,1
crack_horiz-3band-bot-dominant-Ledge|18x6|661,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6852,0.5185,0.8519,0.8704,0.5,0.6,0.7353,0.9167,0.5,0.6389,0.8148,0.2222,0.9259,0.7778,1,0.0135,1,0.6111,3,18,6,0.5185,0.6296,-0.3333,-0.3704,0.875,0.3333,0.3333,1,1
crack_horiz-3band-bot-dominant-Ledge|18x6|662,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6111,0.3889,0.8333,0.7407,0.4815,0.5,0.6765,0.8889,0.5,0.4444,0.5556,0.2222,0.9259,0.7407,1,0.0303,0.9545,0.8333,3,18,6,0.4815,0.7037,-0.4444,-0.2593,0.7,0.3333,0.3333,1,1
crack_horiz-3band-bot-dominant-Ledge|18x6|663,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.5926,0.4074,0.7778,0.7037,0.4815,0.525,0.6324,0.7222,0.5,0.5556,0.5556,0.2593,0.8519,0.7037,1,0.0469,0.7656,1.2778,4,18,6,0.4074,0.6296,-0.3704,-0.2222,0.6667,0.8333,0.3333,0.9444,1
crack_horiz-3band-bot-dominant-Ledge|18x6|664,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.5833,0.4259,0.7407,0.6667,0.5,0.425,0.6765,0.7222,0.4722,0.5556,0.5926,0.2593,0.7407,0.7407,0,0.0476,0.3968,0.8889,3,18,6,0.4259,0.7593,-0.3148,-0.1667,0.6364,0.6667,0.3333,0.8333,1
crack_horiz-3band-bot-dominant-Ledge|18x6|665,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6019,0.3704,0.8333,0.7593,0.4444,0.475,0.6765,0.8611,0.4167,0.5278,0.5926,0.1481,0.9259,0.7407,0,0.0154,1,1.1667,4,18,6,0.463,0.6481,-0.463,-0.3148,0.5833,0.8333,0.3333,1,1
crack_horiz-3band-bot-dominant-Ledge|18x6|666,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6296,0.4259,0.8333,0.7778,0.4815,0.575,0.6618,0.8889,0.4722,0.5278,0.6296,0.2222,0.9259,0.7407,1,0.0147,1,0.6667,3,18,6,0.4444,0.7037,-0.4074,-0.2963,0.6667,0.6667,0.3333,1,1
crack_horiz-3band-bot-dominant-Ledge|18x6|667,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6111,0.4074,0.8148,0.7222,0.5,0.525,0.6618,0.8333,0.5,0.5,0.5556,0.2593,0.8889,0.7407,1,0.0303,0.803,0.7778,3,18,6,0.4444,0.7407,-0.4074,-0.2222,0.8889,0.3333,0.3333,0.9444,1
crack_horiz-3band-bot-dominant-Ledge|18x6|668,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.5741,0.3333,0.8148,0.6481,0.5,0.525,0.6029,0.75,0.5,0.4722,0.4815,0.1852,0.8148,0.8148,0,0.0323,0.8871,1,3,18,6,0.3704,0.7407,-0.4815,-0.1481,0.5455,0.6667,0.3333,0.9444,1
crack_horiz-3band-bot-dominant-Ledge|18x6|669,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6389,0.4259,0.8519,0.7963,0.4815,0.575,0.6765,0.9444,0.4722,0.5,0.6667,0.1852,0.9259,0.7778,1,0.029,0.9855,0.6111,2,18,6,0.463,0.6852,-0.4259,-0.3148,0.7778,0.5,0.3333,1,1
crack_horiz-3band-bot-dominant-Ledge|18x6|670,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6111,0.4074,0.8148,0.7593,0.463,0.5,0.6765,0.9167,0.5,0.4167,0.6296,0.1852,0.8889,0.7407,1,0.0152,1,0.8333,2,18,6,0.4444,0.6667,-0.4074,-0.2963,0.7273,0.3333,0.3333,1,1
crack_horiz-3band-bot-dominant-Ledge|18x6|671,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6204,0.3889,0.8519,0.7037,0.537,0.525,0.6765,0.7778,0.5556,0.5278,0.5185,0.2593,0.8889,0.8148,0,0.0149,1,0.7778,5,18,6,0.4259,0.7963,-0.463,-0.1667,0.875,0.1667,0.3333,1,1
crack_horiz-3band-bot-dominant-Ledge|18x6|672,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6111,0.4444,0.7778,0.7593,0.463,0.6,0.6176,0.9167,0.4167,0.5,0.6296,0.2593,0.8889,0.6667,1,0.0152,1,0.8333,3,18,6,0.5185,0.6296,-0.3333,-0.2963,0.7,0.6667,0.3333,1,1
crack_horiz-3band-bot-dominant-Ledge|18x6|673,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6019,0.4444,0.7593,0.6296,0.5741,0.475,0.6765,0.6667,0.6389,0.5,0.4815,0.4074,0.7778,0.7407,1,0.0308,0.3538,0.8889,3,18,6,0.4259,0.8704,-0.3148,-0.0556,0.7,0.5,0.3333,0.8333,1
crack_horiz-3band-bot-dominant-Ledge|18x6|674,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6019,0.3889,0.8148,0.7407,0.463,0.525,0.6471,0.8611,0.4444,0.5,0.5556,0.2222,0.9259,0.7037,1,0.0154,1,0.6667,2,18,6,0.4259,0.7222,-0.4259,-0.2778,0.7,0.6667,0.3333,1,1
crack_horiz-3band-bot-dominant-Ledge|18x6|675,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.537,0.4074,0.6667,0.6296,0.4444,0.425,0.6029,0.6389,0.4722,0.5,0.6296,0.1852,0.6296,0.7037,1,0.0517,0.4483,0.8333,2,18,6,0.4815,0.6667,-0.2593,-0.1852,0.75,0.5,0.3333,0.8889,1
crack_horiz-3band-bot-dominant-Ledge|18x6|676,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6019,0.4444,0.7593,0.6481,0.5556,0.45,0.6912,0.6944,0.5278,0.5833,0.5556,0.3333,0.7407,0.7778,1,0,0.6308,0.5556,2,18,6,0.3889,0.7963,-0.3148,-0.0926,0.7,0.8333,0.3333,0.8889,1
crack_horiz-3band-bot-dominant-Ledge|18x6|677,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.5648,0.3704,0.7593,0.6481,0.4815,0.45,0.6324,0.75,0.5,0.4444,0.5185,0.2222,0.7778,0.7407,1,0.0164,1,1.1667,4,18,6,0.463,0.7222,-0.3889,-0.1667,0.6667,0.3333,0.3333,1,1
crack_horiz-3band-bot-dominant-Ledge|18x6|678,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.5648,0.3333,0.7963,0.6852,0.4444,0.45,0.6324,0.8056,0.4444,0.4444,0.4444,0.2222,0.9259,0.6667,0,0.0328,0.7705,0.9444,4,18,6,0.3889,0.7222,-0.463,-0.2407,0.5833,0.8333,0.3333,0.8889,1
crack_horiz-3band-bot-dominant-Ledge|18x6|679,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.5648,0.3333,0.7963,0.6481,0.4815,0.525,0.5882,0.7222,0.4722,0.5,0.4444,0.2222,0.8519,0.7407,1,0.0328,0.8197,0.7222,3,18,6,0.3519,0.7963,-0.463,-0.1667,0.7,0.8333,0.3333,0.9444,1
crack_horiz-3band-bot-dominant-Ledge|18x6|680,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6296,0.463,0.7963,0.6111,0.6481,0.5,0.7059,0.6667,0.7222,0.5,0.4074,0.5185,0.8148,0.7778,1,0.0147,0.3676,0.6667,2,18,6,0.4074,0.9259,-0.3333,0.037,0.6667,0.3333,0.3333,0.8333,1
crack_horiz-3band-bot-dominant-Ledge|18x6|681,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.5648,0.4074,0.7222,0.5741,0.5556,0.475,0.6176,0.6389,0.5833,0.4722,0.3704,0.4444,0.7778,0.6667,0,0.0164,0.3607,0.8889,2,18,6,0.4259,0.7963,-0.3148,-0.0185,0.6154,0.8333,0.3333,0.8333,1
crack_horiz-3band-bot-dominant-Ledge|18x6|682,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6111,0.3889,0.8333,0.7407,0.4815,0.525,0.6618,0.8611,0.5,0.4722,0.5556,0.2222,0.9259,0.7407,1,0.0303,1,0.7222,2,18,6,0.4074,0.7037,-0.4444,-0.2593,0.7,0.3333,0.3333,1,1
crack_horiz-3band-bot-dominant-Ledge|18x6|683,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6204,0.4074,0.8333,0.7593,0.4815,0.55,0.6618,0.9167,0.4722,0.4722,0.6296,0.1852,0.8889,0.7778,1,0.0149,1,0.6667,2,18,6,0.4259,0.6852,-0.4259,-0.2778,0.8,0.6667,0.3333,1,1
crack_horiz-3band-bot-dominant-Ledge|18x6|684,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.5278,0.3148,0.7407,0.6296,0.4259,0.45,0.5735,0.6944,0.4167,0.4722,0.4444,0.1852,0.8148,0.6667,0,0.0877,0.8772,0.6667,2,18,6,0.3889,0.7963,-0.4259,-0.2037,0.6364,0.6667,0.3333,0.8889,1
crack_horiz-3band-bot-dominant-Ledge|18x6|685,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.5926,0.3333,0.8519,0.6481,0.537,0.525,0.6324,0.7222,0.5556,0.5,0.4074,0.2593,0.8889,0.8148,1,0.0469,0.8594,0.8333,3,18,6,0.3704,0.8148,-0.5185,-0.1111,0.7778,0.3333,0.3333,0.9444,1
crack_horiz-3band-bot-dominant-Ledge|18x6|686,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.5926,0.3333,0.8519,0.6481,0.537,0.525,0.6324,0.6944,0.5,0.5833,0.4444,0.2222,0.8519,0.8519,1,0.0312,0.8125,1.0556,4,18,6,0.3333,0.7778,-0.5185,-0.1111,0.8,0.6667,0.3333,1,1
crack_horiz-3band-bot-dominant-Ledge|18x6|687,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6204,0.3889,0.8519,0.7407,0.5,0.525,0.6765,0.8333,0.5,0.5278,0.5556,0.2222,0.9259,0.7778,1,0.0299,0.8209,0.4444,1,18,6,0.3889,0.7593,-0.463,-0.2407,0.75,0.5,0.3333,0.9444,1
crack_horiz-3band-bot-dominant-Ledge|18x6|688,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.537,0.3148,0.7593,0.5926,0.4815,0.475,0.5735,0.6667,0.4722,0.4722,0.3704,0.2593,0.8148,0.7037,0,0.069,0.7931,0.8333,3,18,6,0.3704,0.8148,-0.4444,-0.1111,0.6364,0.8333,0.3333,0.8889,1
crack_horiz-3band-bot-dominant-Ledge|18x6|689,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6296,0.5,0.7593,0.6111,0.6481,0.55,0.6765,0.6389,0.6667,0.5833,0.4815,0.5185,0.7407,0.7778,0,0.0147,0.3824,0.9444,2,18,6,0.4444,0.8889,-0.2593,0.037,0.6,0.6667,0.3333,0.8889,1
crack_horiz-3band-bot-dominant-Ledge|18x6|690,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6111,0.4444,0.7778,0.6111,0.6111,0.475,0.6912,0.6667,0.6389,0.5278,0.4444,0.4444,0.7778,0.7778,0,0.0455,0.3636,0.8889,4,18,6,0.3704,0.8889,-0.3333,0,0.6,0.6667,0.3333,0.8333,1
crack_horiz-3band-bot-dominant-Ledge|18x6|691,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6296,0.4259,0.8333,0.7778,0.4815,0.575,0.6618,0.9167,0.4722,0.5,0.6296,0.2222,0.9259,0.7407,1,0.0294,1,0.8333,2,18,6,0.4815,0.6667,-0.4074,-0.2963,0.8182,0.6667,0.3333,1,1
crack_horiz-3band-bot-dominant-Ledge|18x6|692,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6019,0.4259,0.7778,0.7222,0.4815,0.475,0.6765,0.75,0.4444,0.6111,0.6296,0.2222,0.8148,0.7407,0,0.0308,0.7692,1,3,18,6,0.4259,0.6481,-0.3519,-0.2407,0.5455,0.6667,0.3333,0.9444,1
crack_horiz-3band-bot-dominant-Ledge|18x6|693,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.5833,0.3519,0.8148,0.7037,0.463,0.55,0.6029,0.8056,0.4444,0.5,0.5556,0.1481,0.8519,0.7778,0,0.0317,0.873,0.9444,3,18,6,0.4259,0.7222,-0.463,-0.2407,0.5455,0.6667,0.3333,0.9444,1
crack_horiz-3band-bot-dominant-Ledge|18x6|694,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.5833,0.4074,0.7593,0.6667,0.5,0.45,0.6618,0.7222,0.4722,0.5556,0.5185,0.2963,0.8148,0.7037,0,0.0317,0.381,0.7222,3,18,6,0.4259,0.7963,-0.3519,-0.1667,0.5,0.6667,0.3333,0.8333,1
crack_horiz-3band-bot-dominant-Ledge|18x6|695,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6204,0.463,0.7778,0.7222,0.5185,0.525,0.6765,0.8056,0.5,0.5556,0.6667,0.2593,0.7778,0.7778,1,0.0149,0.6418,0.7222,2,18,6,0.463,0.7222,-0.3148,-0.2037,0.7,0.8333,0.3333,0.9444,1
crack_horiz-3band-bot-dominant-Ledge|18x6|696,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.6019,0.3889,0.8148,0.7407,0.463,0.525,0.6471,0.8889,0.4722,0.4444,0.5556,0.2222,0.9259,0.7037,0,0.0308,0.9538,0.8333,2,18,6,0.463,0.6852,-0.4259,-0.2778,0.6364,0.5,0.3333,1,1
crack_horiz-3band-bot-dominant-Ledge|18x6|697,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.5833,0.4259,0.7407,0.5741,0.5926,0.475,0.6471,0.6111,0.6944,0.4444,0.4074,0.4444,0.7407,0.7407,0,0.0476,0.3651,1,4,18,6,0.3889,0.8704,-0.3148,0.0185,0.6364,0.8333,0.3333,0.8333,1
crack_horiz-3band-bot-dominant-Ledge|18x6|698,crack_horiz-3band-bot-dominant-Ledge,,crack_horiz-3band-bot-dominant-Ledge,18,6,0.5926,0.4444,0.7407,0.7037,0.4815,0.5,0.6471,0.75,0.4444,0.5833,0.6296,0.2593,0.7778,0.7037,0,0.0156,1,0.7222,2,18,6,0.4815,0.7778,-0.2963,-0.2222,0.6364,0.8333,0.3333,0.9444,1
