key,label,label2,suggested_label,visual_id,instance,plist,die_id,vmin_found,num_rows,num_cols,total_fail_ratio,top_fail_ratio,bot_fail_ratio,left_fail_ratio,right_fail_ratio,center_fail_ratio,edge_fail_ratio,left_edge_fail_ratio,right_edge_fail_ratio,center_band_fail_ratio,q_tl_ratio,q_tr_ratio,q_bl_ratio,q_br_ratio,is_diagonal,isolated_fail_ratio,largest_cluster_ratio,avg_row_transitions,max_row_transitions,num_rows,num_cols,vertical_symmetry,horizontal_symmetry,vertical_gradient,horizontal_gradient,boundary_monotonicity,boundary_spread,aspect_ratio,fail_row_fraction,fail_col_fraction
25ww24p3_shmoo_cwf_core_chk_f6.txt|NO_VID|SHMOO_X_SHMOO_E_BEGIN_STF_CORE_X_X_X_X_COMP|scn_c_dkt_f6_chkcore_sEs_edt_awt_core1_3mclk_tatpg_list|0,red,,red,,SHMOO_X_SHMOO_E_BEGIN_STF_CORE_X_X_X_X_COMP,scn_c_dkt_f6_chkcore_sEs_edt_awt_core1_3mclk_tatpg_list,,Vmin Found: 1.000V,21,11,0.9827,0.9669,1,1,0.9683,1,0.974,1,0.9365,1,1,0.9394,1,1,0,0,1,0.0952,1,21,11,0.9654,0.9654,-0.0331,-0.0317,1,0,0.5238,1,1
J615046MV_5261_chk_2_20260406201408_QAHOT.itf|D51WH87200131|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D51WH87200131,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.520V,21,9,0.5344,0.1717,0.9333,0.4048,0.6381,0.5636,0.5224,0.381,0.6825,0.5397,0,0.3091,0.85,1,0,0.0099,1,0.4286,1,21,9,0.2381,0.7778,-0.7616,0.2333,1,0,0.4286,0.7619,1
J615046MV_5261_chk_2_20260406201408_QAHOT.itf|D51WH87200131|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D51WH87200131,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.510V,21,12,0.4802,0.1439,0.85,0.3333,0.627,0.4394,0.4946,0.2976,0.6667,0.4762,0,0.2879,0.7,1,0,0,1,0.5714,2,21,12,0.2937,0.7063,-0.7061,0.2937,1,0.1667,0.5714,0.7619,1
J615046MV_5261_chk_2_20260406201408_QAHOT.itf|D6BU385800058|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,mixed,,mixed,D6BU385800058,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.540V,21,9,0.6561,0.3535,0.9889,0.5119,0.7714,0.8,0.597,0.4921,0.8254,0.6508,0.0909,0.5636,0.975,1,0,0.0081,1,0.4762,1,21,9,0.3545,0.746,-0.6354,0.2595,1,0,0.4286,0.9048,1
J615046MV_5261_chk_2_20260406201408_QAHOT.itf|D6BU385800058|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6BU385800058,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.530V,21,12,0.5714,0.2879,0.8833,0.3889,0.754,0.6667,0.5376,0.3095,0.8095,0.5952,0.0455,0.5303,0.7667,1,0,0,1,0.7143,1,21,12,0.3968,0.6349,-0.5955,0.3651,1,0,0.5714,0.9048,1
J615046MV_5261_chk_2_20260406201408_QAHOT.itf|D6EY561600014|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D6EY561600014,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.530V,21,9,0.6243,0.3131,0.9667,0.4762,0.7429,0.7455,0.5746,0.4444,0.8095,0.619,0.0682,0.5091,0.925,1,0,0,1,0.4762,1,21,9,0.3333,0.7354,-0.6535,0.2667,1,0,0.4286,0.8571,1
J615046MV_5261_chk_2_20260406201408_QAHOT.itf|D6EY561600014|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6EY561600014,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.520V,21,12,0.5794,0.2576,0.9333,0.4206,0.7381,0.6061,0.5699,0.381,0.8095,0.5476,0.0152,0.5,0.8667,1,0,0.0068,1,0.5714,1,21,12,0.3254,0.6825,-0.6758,0.3175,1,0,0.5714,0.9048,1
J615046MV_5261_chk_3_20260406202438_QAHOT.itf|D6FS873401080|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,mixed,,mixed,D6FS873401080,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.540V,21,9,0.6667,0.3737,0.9889,0.5238,0.781,0.8182,0.6045,0.4921,0.8413,0.6667,0.1136,0.5818,0.975,1,0,0,1,0.4762,1,21,9,0.3757,0.746,-0.6152,0.2571,1,0,0.4286,0.9048,1
J615046MV_5261_chk_3_20260406202438_QAHOT.itf|D6FS873401080|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6FS873401080,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.530V,21,12,0.5754,0.2803,0.9,0.4048,0.746,0.6818,0.5376,0.3333,0.7976,0.5952,0.0455,0.5152,0.8,1,0,0.0069,1,0.7143,1,21,12,0.373,0.6587,-0.6197,0.3413,1,0,0.5714,0.9048,1
J615046MV_5261_chk_3_20260406202438_QAHOT.itf|D6FN374300110|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D6FN374300110,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.530V,21,9,0.619,0.2929,0.9778,0.4881,0.7238,0.7273,0.5746,0.4603,0.7778,0.619,0.0682,0.4727,0.95,1,0,0.0085,1,0.4762,1,21,9,0.3016,0.7672,-0.6848,0.2357,1,0,0.4286,0.8571,1
J615046MV_5261_chk_3_20260406202438_QAHOT.itf|D6FN374300110|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D6FN374300110,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.520V,21,12,0.5437,0.2348,0.8833,0.3651,0.7222,0.5455,0.543,0.3214,0.7857,0.5238,0,0.4697,0.7667,1,0,0,1,0.619,2,21,12,0.3571,0.6429,-0.6485,0.3571,1,0.1667,0.5714,0.8571,1
J615046MV_5261_chk_3_20260406202438_QAHOT.itf|D63K3U5800077|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,mixed,,mixed,D63K3U5800077,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.540V,21,9,0.6508,0.3535,0.9778,0.4881,0.781,0.7818,0.597,0.4603,0.8413,0.6508,0.0682,0.5818,0.95,1,0,0,1,0.5238,1,21,9,0.3651,0.7143,-0.6242,0.2929,1,0,0.4286,0.9048,1
J615046MV_5261_chk_3_20260406202438_QAHOT.itf|D63K3U5800077|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D63K3U5800077,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.520V,21,12,0.5714,0.2879,0.8833,0.373,0.7698,0.6212,0.5538,0.3095,0.8452,0.5595,0.0152,0.5606,0.7667,1,0,0.0069,1,0.7143,1,21,12,0.4048,0.6032,-0.5955,0.3968,1,0,0.5714,0.9524,1
J615047MV_5261_chk_1_20260406233136_QAHOT.itf|D5KG442400055|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,mixed,,mixed,D5KG442400055,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.550V,21,9,0.6984,0.4343,0.9889,0.5476,0.819,0.8727,0.6269,0.5079,0.873,0.7143,0.1591,0.6545,0.975,1,0,0.0076,1,0.5238,1,21,9,0.4286,0.7354,-0.5545,0.2714,1,0,0.4286,0.9524,1
J615047MV_5261_chk_1_20260406233136_QAHOT.itf|D5KG442400055|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D5KG442400055,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.530V,21,12,0.627,0.3485,0.9333,0.4365,0.8175,0.697,0.6022,0.381,0.8929,0.6071,0.0455,0.6515,0.8667,1,0,0.0063,1,0.6667,1,21,12,0.4127,0.619,-0.5848,0.381,1,0,0.5714,1,1
J615047MV_5261_chk_1_20260406233136_QAHOT.itf|D5MM441100008|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D5MM441100008,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.520V,21,9,0.5873,0.2424,0.9667,0.4524,0.6952,0.6545,0.5597,0.4286,0.7619,0.5714,0.0227,0.4182,0.925,1,0,0,1,0.4286,1,21,9,0.2698,0.7566,-0.7242,0.2429,1,0,0.4286,0.8095,1
J615047MV_5261_chk_1_20260406233136_QAHOT.itf|D5MM441100008|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D5MM441100008,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.520V,21,12,0.5397,0.2197,0.8917,0.381,0.6984,0.5758,0.5269,0.3333,0.75,0.5357,0.0152,0.4242,0.7833,1,0,0.0074,1,0.6667,3,21,12,0.3254,0.6825,-0.672,0.3175,1,0,0.5714,0.8571,1
J615047MV_5261_chk_1_20260406233136_QAHOT.itf|D5MM441100008|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|1,floor,,floor,D5MM441100008,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.530V,21,9,0.6296,0.2929,1,0.5119,0.7238,0.7273,0.5896,0.4921,0.7778,0.619,0.0682,0.4727,1,1,0,0.0084,1,0.381,1,21,9,0.2804,0.7884,-0.7071,0.2119,1,0,0.4286,0.8571,1
J615047MV_5261_chk_1_20260406233136_QAHOT.itf|D5MM441100008|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|1,floor,,floor,D5MM441100008,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.520V,21,12,0.5556,0.2348,0.9083,0.4048,0.7063,0.5909,0.543,0.3452,0.7619,0.5595,0.0303,0.4394,0.8167,1,0,0,1,0.5714,1,21,12,0.3175,0.6984,-0.6735,0.3016,1,0,0.5714,0.8571,1
J615047MV_5261_chk_1_20260406233136_QAHOT.itf|D5KY222800093|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D5KY222800093,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.520V,21,9,0.6085,0.2626,0.9889,0.5,0.6952,0.6909,0.5746,0.4762,0.7619,0.5873,0.0682,0.4182,0.975,1,0,0,1,0.381,1,21,9,0.2593,0.7989,-0.7263,0.1952,1,0,0.4286,0.8095,1
J615047MV_5261_chk_2_20260406235358_QAHOT.itf|D5YF555200034|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,mixed,,mixed,D5YF555200034,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.560V,21,9,0.7513,0.5253,1,0.6905,0.8,0.9636,0.6642,0.6825,0.8254,0.746,0.4091,0.6182,1,1,0,0,1,0.1905,1,21,9,0.5026,0.8942,-0.4747,0.1095,1,0,0.4286,0.8571,1
J615047MV_5261_chk_2_20260406235358_QAHOT.itf|D5YF555200034|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,mixed,,mixed,D5YF555200034,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.550V,21,12,0.7302,0.4848,1,0.6667,0.7937,0.9091,0.6667,0.6548,0.8333,0.7024,0.3636,0.6061,1,1,0,0,1,0.381,3,21,12,0.4603,0.873,-0.5152,0.127,1,0,0.5714,0.9048,1
J615047MV_5261_chk_2_20260406235358_QAHOT.itf|D5YF555200034|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|1,mixed,,mixed,D5YF555200034,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.540V,21,9,0.7249,0.4747,1,0.6786,0.7619,0.9091,0.6493,0.6667,0.8095,0.6984,0.3864,0.5455,1,1,0,0,1,0.3333,3,21,9,0.4497,0.9048,-0.5253,0.0833,1,0,0.4286,0.8571,1
J615047MV_5261_chk_2_20260406235358_QAHOT.itf|D5YF555200034|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|1,mixed,,mixed,D5YF555200034,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.560V,21,12,0.7222,0.4697,1,0.6508,0.7937,0.8788,0.6667,0.6429,0.8214,0.7024,0.3333,0.6061,1,1,0,0.0055,1,0.5238,4,21,12,0.4444,0.8571,-0.5303,0.1429,1,0.0833,0.5714,0.9048,1
J615047MV_5261_chk_2_20260406235358_QAHOT.itf|D540C5N900024|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,mixed,,mixed,D540C5N900024,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.540V,21,9,0.6667,0.3737,0.9889,0.5357,0.7714,0.8182,0.6045,0.5079,0.8254,0.6667,0.1364,0.5636,0.975,1,0,0.0079,1,0.4762,1,21,9,0.3651,0.7672,-0.6152,0.2357,1,0,0.4286,0.9048,1
J615047MV_5261_chk_2_20260406235358_QAHOT.itf|D540C5N900024|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D540C5N900024,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.530V,21,12,0.6032,0.303,0.9333,0.4365,0.7698,0.697,0.5699,0.381,0.8333,0.5952,0.0455,0.5606,0.8667,1,0,0,1,0.619,1,21,12,0.3651,0.6667,-0.6303,0.3333,1,0,0.5714,0.9048,1
J615047MV_5261_chk_2_20260406235358_QAHOT.itf|D5LJ568600016|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D5LJ568600016,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.530V,21,9,0.6508,0.3434,0.9889,0.5,0.7714,0.7636,0.6045,0.4762,0.8413,0.6349,0.0682,0.5636,0.975,1,0,0,1,0.4762,1,21,9,0.3439,0.7249,-0.6455,0.2714,1,0,0.4286,0.9048,1
J615047MV_5261_chk_2_20260406235358_QAHOT.itf|D5LJ568600016|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D5LJ568600016,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.530V,21,12,0.5913,0.303,0.9083,0.4048,0.7778,0.6818,0.5591,0.3452,0.8333,0.5952,0.0303,0.5758,0.8167,1,0,0,1,0.6667,1,21,12,0.3968,0.627,-0.6053,0.373,1,0,0.5714,0.9048,1
J615047MV_5261_chk_2_20260406235358_QAHOT.itf|D5LJ568600016|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|1,mixed,,mixed,D5LJ568600016,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.540V,21,9,0.6667,0.3737,0.9889,0.5238,0.781,0.8182,0.6045,0.4921,0.8413,0.6667,0.1136,0.5818,0.975,1,0,0,1,0.4762,1,21,9,0.3757,0.746,-0.6152,0.2571,1,0,0.4286,0.9048,1
J615047MV_5261_chk_2_20260406235358_QAHOT.itf|D5LJ568600016|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|1,floor,,floor,D5LJ568600016,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.530V,21,12,0.5794,0.2955,0.8917,0.3889,0.7698,0.6667,0.5484,0.3214,0.8333,0.5833,0.0303,0.5606,0.7833,1,0,0,1,0.6667,1,21,12,0.4048,0.619,-0.5962,0.381,1,0,0.5714,0.9048,1
J615054MV_5261_chk_10_20260406222121_QAHOT.itf|D5C01E9100024|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D5C01E9100024,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.520V,21,9,0.5503,0.202,0.9333,0.4048,0.6667,0.5818,0.5373,0.381,0.7302,0.5397,0,0.3636,0.85,1,0,0.0096,1,0.4762,1,21,9,0.2698,0.746,-0.7313,0.2619,1,0,0.4286,0.8095,1
J615054MV_5261_chk_10_20260406222121_QAHOT.itf|D5C01E9100024|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,floor,,floor,D5C01E9100024,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.510V,21,12,0.4762,0.1742,0.8083,0.2937,0.6587,0.4545,0.4839,0.2381,0.7143,0.4762,0,0.3485,0.6167,1,0,0,1,0.6667,1,21,12,0.3651,0.6349,-0.6341,0.3651,1,0,0.5714,0.8095,1
J615054MV_5261_chk_10_20260406222121_QAHOT.itf|D6911LW000087|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,floor,,floor,D6911LW000087,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.520V,21,9,0.6138,0.2828,0.9778,0.4881,0.7143,0.7091,0.5746,0.4603,0.7778,0.6032,0.0682,0.4545,0.95,1,0,0.0086,1,0.4762,1,21,9,0.291,0.7672,-0.6949,0.2262,1,0,0.4286,0.8571,1
